fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,s_label
239a7156-066d-4e57-9e34-75a3c4851c46,cdc1b152-f631-4d0c-8d48-6d3a2741aa26,cdc1b152-f631-4d0c-8d48-6d3a2741aa26,1,42.056592,-87.673875,POINT (-87.673875 42.056592),2021-07-01 17:54:36 UTC,2021-07-01 17:54:47 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14442
8661d9bf-ded1-4dc0-a670-aca3e635a7f9,7f19f9eb-1ef0-437a-844f-96d151b671e1,7f19f9eb-1ef0-437a-844f-96d151b671e1,1,42.0565849,-87.6738791,POINT (-87.6738791 42.0565849),2021-07-01 18:02:46 UTC,2021-07-01 18:03:01 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14441
c5dc01f3-1ac2-44f4-a914-b990c6ef2643,7f19f9eb-1ef0-437a-844f-96d151b671e1,7f19f9eb-1ef0-437a-844f-96d151b671e1,1,42.0565919,-87.6738677,POINT (-87.6738677 42.0565919),2021-07-01 18:03:02 UTC,2021-07-01 18:03:16 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14448
f17f35aa-53c7-4ecf-97f1-aacb9d22fa3a,7f19f9eb-1ef0-437a-844f-96d151b671e1,7f19f9eb-1ef0-437a-844f-96d151b671e1,1,42.0565739,-87.6738934,POINT (-87.6738934 42.0565739),2021-07-01 18:03:19 UTC,2021-07-01 18:03:29 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14447
b9219fd4-5869-4b23-90f5-569e6dff257d,7f19f9eb-1ef0-437a-844f-96d151b671e1,7f19f9eb-1ef0-437a-844f-96d151b671e1,1,42.0565731,-87.6738996,POINT (-87.6738996 42.0565731),2021-07-01 18:03:30 UTC,2021-07-01 18:03:46 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14446
7b3219aa-ff93-4f36-90af-39120d30bf04,7f19f9eb-1ef0-437a-844f-96d151b671e1,7f19f9eb-1ef0-437a-844f-96d151b671e1,1,42.0565851,-87.6738743,POINT (-87.6738743 42.0565851),2021-07-01 18:03:47 UTC,2021-07-01 18:03:59 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14445
177ba60c-2de2-4eeb-b0f2-4c7571e9b656,3a0eca91-3c31-48d4-abc2-82abd5d6176f,3a0eca91-3c31-48d4-abc2-82abd5d6176f,1,42.0565727,-87.6738939,POINT (-87.6738939 42.0565727),2021-07-01 18:08:54 UTC,2021-07-01 18:09:11 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14520
dda5b03c-0f8f-4917-80ad-a03b69997ab6,3a0eca91-3c31-48d4-abc2-82abd5d6176f,3a0eca91-3c31-48d4-abc2-82abd5d6176f,1,42.0565757,-87.6739073,POINT (-87.6739073 42.0565757),2021-07-01 18:09:12 UTC,2021-07-01 18:09:31 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14513
40ae4c6d-159f-420e-a72a-129389021b9d,b013210d-a7d2-45c0-aac2-822a5485deee,b013210d-a7d2-45c0-aac2-822a5485deee,1,42.0565732,-87.6738734,POINT (-87.6738734 42.0565732),2021-07-01 18:25:33 UTC,2021-07-01 18:25:50 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14519
5c076bbc-f556-45c9-910f-2080089f5961,0fcf24c0-914e-4937-807e-79b4f44ed020,0fcf24c0-914e-4937-807e-79b4f44ed020,1,42.0565698,-87.6738634,POINT (-87.6738634 42.0565698),2021-07-01 18:39:51 UTC,2021-07-01 18:40:06 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14537
8a80b26d-0993-4016-87aa-8d9f135e80ea,0fcf24c0-914e-4937-807e-79b4f44ed020,0fcf24c0-914e-4937-807e-79b4f44ed020,1,42.0565822,-87.6738903,POINT (-87.6738903 42.0565822),2021-07-01 18:40:07 UTC,2021-07-01 18:40:20 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14464
cdcbc8c6-586a-4b90-8e79-709813a49bfb,0fcf24c0-914e-4937-807e-79b4f44ed020,0fcf24c0-914e-4937-807e-79b4f44ed020,1,42.0565694,-87.6738804,POINT (-87.6738804 42.0565694),2021-07-01 18:40:21 UTC,2021-07-01 18:40:35 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14463
6e4fc62c-dea8-47c7-a5e4-edaa8dd3726b,3d42272a-fead-4ff1-95ef-8108c2c2b014,3d42272a-fead-4ff1-95ef-8108c2c2b014,1,42.056549,-87.6738136,POINT (-87.6738136 42.056549),2021-07-01 18:45:26 UTC,2021-07-01 18:45:40 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14518
d080e3eb-8b21-4b23-8d1c-ac84ff74743c,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,1,42.056569,-87.6738662,POINT (-87.6738662 42.056569),2021-07-01 18:51:45 UTC,2021-07-01 18:52:04 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14532
f3c8269e-88f0-4801-8cc6-381b2ec88d3e,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,1,42.0565673,-87.6738708,POINT (-87.6738708 42.0565673),2021-07-01 18:52:06 UTC,2021-07-01 18:52:23 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14438
96d266ff-068c-4221-aace-0730253061e6,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,1,42.0565675,-87.6738723,POINT (-87.6738723 42.0565675),2021-07-01 18:52:24 UTC,2021-07-01 18:52:55 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14517
8cc2c25b-ca46-4ff2-89ce-a2beb2ea95ab,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,1,42.0565704,-87.6738724,POINT (-87.6738724 42.0565704),2021-07-01 18:53:02 UTC,2021-07-01 18:53:14 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14440
961953b8-0ec6-422c-b59d-a6b8e2708195,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,1,42.0565723,-87.6738712,POINT (-87.6738712 42.0565723),2021-07-01 18:53:18 UTC,2021-07-01 18:53:28 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14439
2f2ada8c-b41d-4c09-a14f-cb865a6c01c0,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,ca45f619-9801-4a7a-9ed4-36bd13b80f3a,1,42.056568,-87.6738636,POINT (-87.6738636 42.056568),2021-07-01 18:53:29 UTC,2021-07-01 18:53:43 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14486
a206142d-e6e3-46a0-8be8-c1b96886fa71,9ba14c3d-9441-46b4-95b8-3829637dc16d,9ba14c3d-9441-46b4-95b8-3829637dc16d,1,42.0565723,-87.673881,POINT (-87.673881 42.0565723),2021-07-01 18:58:44 UTC,2021-07-01 18:58:56 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14531
bca28641-45f0-41f9-8d93-367acf4da3fc,9ba14c3d-9441-46b4-95b8-3829637dc16d,9ba14c3d-9441-46b4-95b8-3829637dc16d,1,42.0565688,-87.6738721,POINT (-87.6738721 42.0565688),2021-07-01 18:58:57 UTC,2021-07-01 18:59:06 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14530
bf0260a2-d749-43bd-b0db-91c4c1daa827,181be595-eee9-45f2-90a1-d90aea49ae16,181be595-eee9-45f2-90a1-d90aea49ae16,1,42.0565688,-87.6738697,POINT (-87.6738697 42.0565688),2021-07-01 19:04:20 UTC,2021-07-01 19:04:39 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14419
b086a1be-d995-47b1-b3a0-08e4a4f2ac76,181be595-eee9-45f2-90a1-d90aea49ae16,181be595-eee9-45f2-90a1-d90aea49ae16,1,42.0565706,-87.6738761,POINT (-87.6738761 42.0565706),2021-07-01 19:04:59 UTC,2021-07-01 19:05:11 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14435
c7909144-9eb8-437b-9f3f-79c213d55806,181be595-eee9-45f2-90a1-d90aea49ae16,181be595-eee9-45f2-90a1-d90aea49ae16,1,42.0565888,-87.6738704,POINT (-87.6738704 42.0565888),2021-07-01 19:05:17 UTC,2021-07-01 19:05:30 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14436
8699cddd-0b4d-474a-b658-85efb73e91b8,181be595-eee9-45f2-90a1-d90aea49ae16,181be595-eee9-45f2-90a1-d90aea49ae16,1,42.0565753,-87.6738948,POINT (-87.6738948 42.0565753),2021-07-01 19:05:36 UTC,2021-07-01 19:05:45 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14437
74e68341-6a38-4b3b-9049-78deaca73b0e,807ef003-97ec-4a86-9967-7518db9cd6f8,807ef003-97ec-4a86-9967-7518db9cd6f8,1,42.05657,-87.6738872,POINT (-87.6738872 42.05657),2021-07-01 19:10:34 UTC,2021-07-01 19:10:57 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14548
36d6a853-32fe-4e97-9bd9-c03b1dcb27f1,807ef003-97ec-4a86-9967-7518db9cd6f8,807ef003-97ec-4a86-9967-7518db9cd6f8,1,42.0565715,-87.6738784,POINT (-87.6738784 42.0565715),2021-07-01 19:10:59 UTC,2021-07-01 19:11:08 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14545
aeb58665-abd1-45c3-a929-16aba90ead92,807ef003-97ec-4a86-9967-7518db9cd6f8,807ef003-97ec-4a86-9967-7518db9cd6f8,1,42.0565698,-87.673886,POINT (-87.673886 42.0565698),2021-07-01 19:11:09 UTC,2021-07-01 19:11:24 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14433
383a0c04-c3da-4965-a646-f5bf7f414ff8,807ef003-97ec-4a86-9967-7518db9cd6f8,807ef003-97ec-4a86-9967-7518db9cd6f8,1,42.0565701,-87.6738613,POINT (-87.6738613 42.0565701),2021-07-01 19:11:27 UTC,2021-07-01 19:11:39 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,S-14420
646c40c9-cad8-4f36-82f2-570b29c8a231,d188dfa9-d935-4ce4-b24f-6d7844fe40b3,d188dfa9-d935-4ce4-b24f-6d7844fe40b3,1,42.0565667,-87.6738938,POINT (-87.6738938 42.0565667),2021-07-01 19:13:02 UTC,2021-07-01 19:13:19 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14623
8438727e-9177-4327-8e91-ae12a9f0f8b8,d188dfa9-d935-4ce4-b24f-6d7844fe40b3,d188dfa9-d935-4ce4-b24f-6d7844fe40b3,1,42.05658,-87.6738857,POINT (-87.6738857 42.05658),2021-07-01 19:25:29 UTC,2021-07-01 19:26:04 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14621
e64e2969-2d6f-43bb-92b0-535195e4f32e,d188dfa9-d935-4ce4-b24f-6d7844fe40b3,d188dfa9-d935-4ce4-b24f-6d7844fe40b3,1,42.0565708,-87.6738798,POINT (-87.6738798 42.0565708),2021-07-01 19:26:12 UTC,2021-07-01 19:26:24 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14622
6483ad9c-270f-4b49-a2f7-7613473f01f6,68d0913e-61b9-48cb-a62b-70820ced56f3,68d0913e-61b9-48cb-a62b-70820ced56f3,1,42.0565706,-87.6738924,POINT (-87.6738924 42.0565706),2021-07-01 19:33:27 UTC,2021-07-01 19:33:47 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14529
614a0f8a-439d-44f1-8cdb-4509a974d559,44ba433b-f832-4d8a-ae66-131fd6403f77,44ba433b-f832-4d8a-ae66-131fd6403f77,1,42.0565762,-87.6738469,POINT (-87.6738469 42.0565762),2021-07-01 19:46:09 UTC,2021-07-01 19:46:30 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14551
87892462-a5f6-443c-b5cd-7d5085d9fa1d,44ba433b-f832-4d8a-ae66-131fd6403f77,44ba433b-f832-4d8a-ae66-131fd6403f77,1,42.0565755,-87.673896,POINT (-87.673896 42.0565755),2021-07-01 19:46:32 UTC,2021-07-01 19:46:49 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14552
adbec1b6-4159-4e4f-88e2-9356aa63b01a,44ba433b-f832-4d8a-ae66-131fd6403f77,44ba433b-f832-4d8a-ae66-131fd6403f77,1,42.0565723,-87.6738772,POINT (-87.6738772 42.0565723),2021-07-01 19:46:57 UTC,2021-07-01 19:47:15 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14594
26b39974-29fd-487c-b1f0-00e455974999,44ba433b-f832-4d8a-ae66-131fd6403f77,44ba433b-f832-4d8a-ae66-131fd6403f77,1,42.0565724,-87.6738736,POINT (-87.6738736 42.0565724),2021-07-01 19:47:19 UTC,2021-07-01 19:47:32 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14595
a9ca8e98-a545-4a65-a9ed-23f8bba9c2ba,44ba433b-f832-4d8a-ae66-131fd6403f77,44ba433b-f832-4d8a-ae66-131fd6403f77,1,42.0565732,-87.6738776,POINT (-87.6738776 42.0565732),2021-07-01 19:47:36 UTC,2021-07-01 19:47:46 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14596
80d06194-7536-4173-978c-72b7df6d2863,b2d036e2-6b24-48c5-bc29-79cdeebbb313,b2d036e2-6b24-48c5-bc29-79cdeebbb313,1,42.056574,-87.6738804,POINT (-87.6738804 42.056574),2021-07-01 20:22:34 UTC,2021-07-01 20:22:47 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14411
f601fcd5-b1f7-4937-a0e8-98fab9adb1b7,b2d036e2-6b24-48c5-bc29-79cdeebbb313,b2d036e2-6b24-48c5-bc29-79cdeebbb313,1,42.0565756,-87.6738969,POINT (-87.6738969 42.0565756),2021-07-01 20:22:49 UTC,2021-07-01 20:23:00 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14412
c22f8fac-b2d1-4e93-bb22-e32ff3f789c9,b2d036e2-6b24-48c5-bc29-79cdeebbb313,b2d036e2-6b24-48c5-bc29-79cdeebbb313,1,42.0565814,-87.6738739,POINT (-87.6738739 42.0565814),2021-07-01 20:23:09 UTC,2021-07-01 20:23:20 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14429
db1739d9-a0b0-4c5a-8eec-4a3698f23cb8,b2d036e2-6b24-48c5-bc29-79cdeebbb313,b2d036e2-6b24-48c5-bc29-79cdeebbb313,1,42.0565757,-87.6738782,POINT (-87.6738782 42.0565757),2021-07-01 20:23:25 UTC,2021-07-01 20:23:40 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14556
f00b8024-b3af-4251-ad1e-f4ee4d30c542,b2d036e2-6b24-48c5-bc29-79cdeebbb313,b2d036e2-6b24-48c5-bc29-79cdeebbb313,1,42.0565854,-87.6738668,POINT (-87.6738668 42.0565854),2021-07-01 20:23:44 UTC,2021-07-01 20:23:58 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14549
0ac0c7c0-a2c5-4bc2-b4df-b2f2322ba0b5,b2d036e2-6b24-48c5-bc29-79cdeebbb313,b2d036e2-6b24-48c5-bc29-79cdeebbb313,1,42.0565835,-87.6738725,POINT (-87.6738725 42.0565835),2021-07-01 20:24:00 UTC,2021-07-01 20:24:09 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14550
b0dc9429-c562-4242-9638-75c30f0fc92e,b16f6973-3dac-4126-bdb5-2bf743a00974,b16f6973-3dac-4126-bdb5-2bf743a00974,1,42.0565763,-87.6738656,POINT (-87.6738656 42.0565763),2021-07-01 20:44:21 UTC,2021-07-01 20:44:36 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14739
1536edd4-d27a-437d-8688-6282611d4de5,b16f6973-3dac-4126-bdb5-2bf743a00974,b16f6973-3dac-4126-bdb5-2bf743a00974,1,42.0565736,-87.6738728,POINT (-87.6738728 42.0565736),2021-07-01 20:44:39 UTC,2021-07-01 20:44:51 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14740
36fdb42a-b0e6-458c-8b18-8036b172385b,b16f6973-3dac-4126-bdb5-2bf743a00974,b16f6973-3dac-4126-bdb5-2bf743a00974,1,42.056572,-87.6738742,POINT (-87.6738742 42.056572),2021-07-01 20:44:54 UTC,2021-07-01 20:47:04 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14746
b473b0ae-655e-4dcb-8d27-e136b96d764d,b16f6973-3dac-4126-bdb5-2bf743a00974,b16f6973-3dac-4126-bdb5-2bf743a00974,1,42.0565704,-87.6738649,POINT (-87.6738649 42.0565704),2021-07-01 20:47:09 UTC,2021-07-01 20:47:22 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14424
10c28695-d5ba-42a1-875e-a04a02b2b068,b16f6973-3dac-4126-bdb5-2bf743a00974,b16f6973-3dac-4126-bdb5-2bf743a00974,1,42.0565688,-87.6738765,POINT (-87.6738765 42.0565688),2021-07-01 20:47:27 UTC,2021-07-01 20:47:36 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14410
9a206c57-d03a-4813-b8c8-6db9b2061ee8,b16f6973-3dac-4126-bdb5-2bf743a00974,b16f6973-3dac-4126-bdb5-2bf743a00974,1,42.0565738,-87.6738751,POINT (-87.6738751 42.0565738),2021-07-01 20:47:40 UTC,2021-07-01 20:47:52 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14409
05e34b9f-f6cc-433a-b76c-99c18ff69a86,8894d924-b890-4c76-a019-f69ef8bf31ec,8894d924-b890-4c76-a019-f69ef8bf31ec,1,42.0565845,-87.673864,POINT (-87.673864 42.0565845),2021-07-01 21:03:25 UTC,2021-07-01 21:03:46 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14616
8185d8a8-0b54-4994-a89e-102bacf24479,8894d924-b890-4c76-a019-f69ef8bf31ec,8894d924-b890-4c76-a019-f69ef8bf31ec,1,42.0565692,-87.6738875,POINT (-87.6738875 42.0565692),2021-07-01 21:03:49 UTC,2021-07-01 21:04:00 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14585
ddd4e773-052d-4935-851d-9a9c53b829f4,8894d924-b890-4c76-a019-f69ef8bf31ec,8894d924-b890-4c76-a019-f69ef8bf31ec,1,42.0565726,-87.6738756,POINT (-87.6738756 42.0565726),2021-07-01 21:04:03 UTC,2021-07-01 21:04:13 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14593
8c4e4c23-1056-4133-86c3-cd6e53d0b61e,8894d924-b890-4c76-a019-f69ef8bf31ec,8894d924-b890-4c76-a019-f69ef8bf31ec,1,42.0565722,-87.6738671,POINT (-87.6738671 42.0565722),2021-07-01 21:04:17 UTC,2021-07-01 21:04:25 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14624
ea2c66cf-be38-482b-94c4-76f7651f155d,8894d924-b890-4c76-a019-f69ef8bf31ec,8894d924-b890-4c76-a019-f69ef8bf31ec,1,42.0565739,-87.6738821,POINT (-87.6738821 42.0565739),2021-07-01 21:04:28 UTC,2021-07-01 21:04:40 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14681
d9061c51-17b1-4693-a92d-f53cbbc5ebd5,8894d924-b890-4c76-a019-f69ef8bf31ec,8894d924-b890-4c76-a019-f69ef8bf31ec,1,42.0565809,-87.6738201,POINT (-87.6738201 42.0565809),2021-07-01 21:04:42 UTC,2021-07-01 21:04:53 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14682
af5180ca-45c1-4704-8d8e-3158c717163a,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,1,42.0565736,-87.6738977,POINT (-87.6738977 42.0565736),2021-07-01 21:12:20 UTC,2021-07-01 21:12:31 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14418
648cba1a-41ee-4888-929f-ca6209b1e9a4,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,1,42.0565764,-87.6738816,POINT (-87.6738816 42.0565764),2021-07-01 21:12:33 UTC,2021-07-01 21:12:47 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14613
e6b6e9ac-b919-423a-bf31-c31a493c9c5a,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,1,42.0565735,-87.6738846,POINT (-87.6738846 42.0565735),2021-07-01 21:12:50 UTC,2021-07-01 21:12:59 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14614
f24c495a-ce4f-47fa-b56b-96060f483b23,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,cbb79bf5-0ad4-4d5b-a9d6-820dbb141030,1,42.0565817,-87.6738789,POINT (-87.6738789 42.0565817),2021-07-01 21:13:01 UTC,2021-07-01 21:13:12 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14615
0fb72e61-fb67-4e37-8802-76332b9f7aa9,fac46bea-398f-4eea-a924-0dfb146dd795,fac46bea-398f-4eea-a924-0dfb146dd795,1,42.0565729,-87.6738812,POINT (-87.6738812 42.0565729),2021-07-01 21:25:23 UTC,2021-07-01 21:25:36 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14630
dc45a53a-3678-4eaa-aa38-f923df3af7e1,fac46bea-398f-4eea-a924-0dfb146dd795,fac46bea-398f-4eea-a924-0dfb146dd795,1,42.0565897,-87.6738657,POINT (-87.6738657 42.0565897),2021-07-01 21:25:38 UTC,2021-07-01 21:25:48 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14542
80a90cf3-5744-4fd0-82da-cdd9df2d28d5,fac46bea-398f-4eea-a924-0dfb146dd795,fac46bea-398f-4eea-a924-0dfb146dd795,1,42.0565772,-87.6738834,POINT (-87.6738834 42.0565772),2021-07-01 21:25:51 UTC,2021-07-01 21:26:00 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14417
f860b3c5-2004-4591-8789-53bc2ecec79c,fac46bea-398f-4eea-a924-0dfb146dd795,fac46bea-398f-4eea-a924-0dfb146dd795,1,42.0565735,-87.6738871,POINT (-87.6738871 42.0565735),2021-07-01 21:26:04 UTC,2021-07-01 21:26:13 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14541
ac4e9b76-9d42-4253-bbc3-73a73f42ccd5,fac46bea-398f-4eea-a924-0dfb146dd795,fac46bea-398f-4eea-a924-0dfb146dd795,1,42.0565746,-87.6738893,POINT (-87.6738893 42.0565746),2021-07-01 21:26:16 UTC,2021-07-01 21:26:26 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14543
5abe10de-2196-4c9a-80be-c601f844d7fd,fac46bea-398f-4eea-a924-0dfb146dd795,fac46bea-398f-4eea-a924-0dfb146dd795,1,42.0565723,-87.6738783,POINT (-87.6738783 42.0565723),2021-07-01 21:26:33 UTC,2021-07-01 21:26:41 UTC,emily.koury@northwestern.edu,emily.koury@northwestern.edu,S-14544
